⚠️ Where does hidden algebra creep into Chapter 2?	In assumptions about linearity, the underlying field, and equivalence.	Later chapters rely on these implicitly.	2	danger	ch2 danger algebra	
⚠️ Why is positive-realness not purely an I/O property in synthesis?	Realizability requires compatible internal energy/dissipation structure.	PR ≠ arbitrary stable transfer function.	2	danger	ch2 danger pr-link	
⚠️ What is the core mistake behind “state-space first, synthesis later”?	Assuming any realization can be post-processed into a passive one.	Synthesis is structural, not cosmetic.	2	danger	ch2 danger pr-link	
⚠️ What is the fundamental danger when reading Kailath as a circuit theorist?	Over-interpreting abstract linear systems as physical networks.	Kailath defines the universe; PR selects a constrained subset.	2	danger	ch2 danger pr-link big-picture	
What problem does minimality solve in state-space theory?	It identifies the smallest internal state dimension that realizes a given input–output behavior.	Without minimality, realizations can be arbitrarily redundant.	2	preview	ch2 preview minimality sm	
Why is minimality not defined directly in Chapter 2?	Because it requires controllability/observability tools introduced later.	Chapter 2 establishes equivalence first.	2	preview	ch2 preview minimality sm	
What does it mean for two realizations to be equivalent?	They produce identical input–output behavior for all admissible inputs (and consistent initial conditions).	Minimality is defined over equivalence classes.	2	preview	ch2 preview minimality sm	
What does minimality say informally about the state space?	No state variable is dynamically redundant.	Every state contributes to controllable/observable behavior.	2	preview	ch2 preview minimality sm	
Why is minimality an algebraic property?	Because it is characterized by rank/structural conditions rather than particular coordinate choices.	Anticipates invariants.	2	preview	ch2 preview minimality sm	
Why does realization theory require invariants beyond eigenvalues?	Because input–output behavior depends on poles/zeros of transfer functions, not just internal eigenvalues.	Eigenvalues alone do not classify transfer behavior.	2	preview	ch2 preview minimality sm	
What role does Smith–McMillan form play conceptually?	It classifies transfer matrices up to unimodular equivalence (input/output basis changes).	I/O analogue of similarity for state.	2	preview	ch2 preview minimality sm	
What does Smith–McMillan degree correspond to?	The minimal state dimension of any realization of the transfer matrix.	Bridges transfer invariants and state dimension.	2	preview	ch2 preview minimality sm	
Why can Smith–McMillan invariants not be changed by state transformations?	They depend only on the transfer function, not on internal coordinates.	They are realization-independent.	2	preview	ch2 preview minimality sm	
In passive network synthesis, what does Smith–McMillan degree often correspond to?	The minimum number of energy storage elements needed (subject to PR constraints).	Correspondence is constrained by realizability.	2	preview	ch2 preview minimality sm	
What is meant by a Jacobi realization?	A realization whose state matrix A has tridiagonal (path-like) structure.	A structural constraint, not just a coordinate choice.	2	preview	ch2 preview jacobi ladder	
Why is Jacobi structure significant?	It corresponds to nearest-neighbor coupling in the state.	This anticipates ladder interconnections.	2	preview	ch2 preview jacobi ladder	
Why is Jacobi structure not similarity-invariant?	Similarity transforms generally destroy sparsity patterns.	Structure ≠ behavior.	2	preview	ch2 preview jacobi ladder	
Can every minimal realization be put into Jacobi form?	No.	Jacobi realizations form a strict subset of minimal realizations.	2	preview	ch2 preview jacobi ladder	
What extra property must hold for a Jacobi realization to exist (beyond minimality)?	Compatibility between dynamics, port placement, and positivity/passivity structure.	PR structure often supplies the missing constraints.	2	preview	ch2 preview jacobi ladder	
What does a ladder network correspond to in state-space terms?	A Jacobi realization with end-point input/output coupling (end-collocated ports).	A very special realization class.	2	preview	ch2 preview jacobi ladder	
Why are ladder networks restrictive?	They enforce both algebraic and topological constraints.	Most PR systems violate at least one.	2	preview	ch2 preview jacobi ladder	
Why does failure of Jacobi structure motivate Brune synthesis?	Because Brune sections compensate for missing ladder structure while preserving PR behavior.	Brune handles non-ladder parts iteratively.	2	preview	ch2 preview jacobi ladder	
What does each Brune section represent abstractly?	A controlled relaxation of ladder/Jacobi constraints while maintaining passivity/PR behavior.	A structural repair step.	2	preview	ch2 preview jacobi ladder	
What is the deepest connection between Jacobi form and PR systems (preview)?	Jacobi form corresponds to structurally regular PR systems; irregularity forces non-ladder synthesis.	Links to your regular/nonregular program.	2	preview	ch2 preview jacobi ladder	
What does the triple (A, B, Q) represent in energy-based realizations?	A: dynamics; B: port coupling; Q: energy metric (storage).	Energy structure is additional; not assumed in Chapter 2.	2	preview	ch2 preview abq energy hamiltonian	
What role does Q play in passive systems?	It defines a quadratic storage function H(x) = xᵀ Q x.	Passivity typically requires Q ⪰ 0.	2	preview	ch2 preview abq energy hamiltonian	
Why does a general state-space realization not come with a natural Q?	Because an energy interpretation is an extra constraint, not implied by linearity.	Separates abstract LTI from physical networks.	2	preview	ch2 preview abq energy hamiltonian	
What kind of condition links A, B, Q in passive systems (high level)?	Dissipation inequalities involving AᵀQ + QA and the port terms via B.	These encode positive-realness.	2	preview	ch2 preview abq energy hamiltonian	
Why is ABQ structure not similarity-invariant in general?	Similarity transforms typically change the energy metric; sparsity/energy structure can be destroyed.	Only special transforms preserve Q nicely.	2	preview	ch2 preview abq energy hamiltonian	
What does “end-collocated” mean in ABQ realizations (preview)?	Inputs and outputs couple at boundary states of the energy structure.	This aligns naturally with ladders.	2	preview	ch2 preview abq energy hamiltonian	
Why do Jacobi realizations naturally support ABQ structure (preview)?	Nearest-neighbor coupling aligns with localized energy storage and boundary ports.	This is why ladders are special.	2	preview	ch2 preview abq energy hamiltonian	
Why can failure of ABQ/Jacobi structure force Brune sections (preview)?	Extra coupling is needed to preserve passivity/PR while realizing the same I/O behavior.	Brune steps repair the energy/structure iteratively.	2	preview	ch2 preview abq energy hamiltonian	
Give a state-space realization of y¨ + a y˙ + b y = u.	Let x1 = y, x2 = y˙. Then ẋ = [[0, 1], [-b, -a]] x + [[0], [1]] u, and y = [1, 0] x.	One of infinitely many realizations.	2	example	ch2 example micro worked	
Why is the above realization not unique?	Any invertible linear transformation of x gives an equivalent realization with the same transfer function.	Similarity changes coordinates, not behavior.	2	example	ch2 example micro worked	
What is the minimal state dimension of G(s) = 1/(s+1)?	1.	Single simple pole → McMillan degree 1.	2	example	ch2 example micro worked	
Give an easy 2-state realization of G(s)=1/(s+1) that is not minimal.	Example idea: augment with a decoupled stable mode (adds a redundant state) while keeping the same I/O map.	Non-minimal realizations contain unreachable or unobservable states.	2	example	ch2 example micro worked	
Is G(s)=1/(s+1) positive real?	Yes (it has Re{G(jω)} ≥ 0 for all ω and is analytic in Re{s}>0).	Good sanity-check example of a PR function.	2	example	ch2 example micro worked pr	
Is every minimal realization of a PR transfer function passive?	No.	Passivity is a structural property of a realization, not automatic from minimality.	2	example	ch2 example micro worked pr	
Give a simple 2×2 Jacobi A matrix pattern.	A = [[a11, a12], [a12, a22]] (symmetric tridiagonal).	For 2 states, tridiagonal means only one off-diagonal coupling.	2	example	ch2 example micro worked jacobi	
Why can’t every 2-state realization be made Jacobi by similarity?	Similarity does not preserve sparsity; a generic A becomes dense under coordinate changes.	Jacobi is a structural constraint.	2	example	ch2 example micro worked jacobi	
What does adding a Brune section change abstractly?	It adds internal structure (often increasing state dimension) to maintain PR/passivity while realizing the I/O behavior.	Think: structural repair step.	2	example	ch2 example micro worked brune	
Micro-check: what does similarity preserve, and what does it not preserve?	Preserves transfer behavior (I/O map). Does not preserve topology, sparsity, ladder form, or a specific energy metric Q.	Useful to prevent ‘coordinate = circuit’ mistakes.	2	example	ch2 example micro worked danger	
What is the state transition matrix Φ(t, t0) (continuous-time)?	The linear map that propagates the state: x(t)=Φ(t,t0)x(t0) for zero input.	For LTI systems Φ(t,t0)=e^{A(t-t0)}.	2	2.4	ch2 core state-transition index	
What key property does the state transition matrix satisfy?	Semigroup property: Φ(t2,t0)=Φ(t2,t1)Φ(t1,t0).	Encodes composition of time evolution.	2	2.4	ch2 core state-transition index	
What are Markov parameters (for an LTI state-space model)?	Impulse-response coefficients: h0=D and hk=C A^{k-1} B for k≥1 (discrete-time); analogous moments in continuous-time expansions.	They determine the I/O behavior locally in time / in a series expansion.	2	2.x	ch2 preview markov-parameters index	
What is the Hankel matrix built from Markov parameters?	A matrix whose (i,j) entry is a Markov parameter h_{i+j} (or h_{i+j-1} depending on indexing).	Hankel rank relates to minimal realization order.	2	2.x	ch2 preview hankel index	
How are Markov parameters used for realization (high level)?	They can be arranged into Hankel matrices whose rank reveals the minimal state dimension; factorization yields a realization.	This is a precursor to subspace identification ideas.	2	2.x	ch2 preview realization-from-markov index	
Why does Kailath distinguish canonical forms from controllability/observability forms?	Canonical forms (controllable/observable) encode polynomial/companion structure via a special coordinate choice; controllability/observability forms encode the geometry of reachable/observable subspaces (and still apply when those properties fail).	Two viewpoints: algebraic (companion/canonical) vs geometric (subspaces).	2	2.x	ch2 canonical-forms vignette core	
What is the fundamental difference between a canonical form and a controllability (or observability) form?	Canonical form: a specific coordinate representation chosen for algebraic convenience (often companion-matrix based). Controllability/observability form: a decomposition that exposes reachable/observable subspaces (structure), even if the system is not fully reachable/observable.	Canonical = coordinate choice; controllability/observability form = structural decomposition.	2	2.x	ch2 canonical-forms vignette core	
Why is the controllable canonical form considered special?	It realizes the characteristic polynomial in companion form, making input→state propagation a shift chain and exposing denominator coefficients directly—useful for algebraic manipulation and state-feedback (pole placement) reasoning.	Companion matrix / controller form highlights reachability chain.	2	2.x	ch2 canonical-forms vignette core	
Why is the observable canonical form considered special?	It is the dual companion realization that makes state→output structure explicit (observer chain), tying polynomial structure to the output map and supporting observer-style reasoning.	Dual companion (Aᵀ,Cᵀ) viewpoint; output-oriented algebra.	2	2.x	ch2 canonical-forms vignette core	
When do canonical (companion) forms stop being the right tool?	When the system is not fully controllable or not fully observable (or when you need to expose which modes are unreachable/hidden). Canonical forms can hide uncontrollable/unobservable dynamics in their assumed full-rank structure.	Canonical forms assume full reachability/observability; subspace forms diagnose failure.	2	2.x	ch2 canonical-forms vignette core	
What problem does the controllability form solve that the controllable canonical form does not?	It isolates the reachable subspace and explicitly separates uncontrollable modes, which is essential for decomposition and minimal realization reasoning when the system is not fully controllable.	Reachable subspace geometry vs companion algebra.	2	2.x	ch2 canonical-forms vignette core	
Why does the observability form matter if an observable canonical form exists?	It isolates the observable subspace and explicitly separates unobservable (hidden) modes, which you cannot diagnose if you only work in a fully observable companion form.	Observable-subspace geometry vs output companion algebra.	2	2.x	ch2 canonical-forms vignette core	
If a system is controllable, must it be in controllable canonical form?	No. Controllability is invariant under similarity transforms; controllable canonical form is just one convenient coordinate choice.	Property vs representation.	2	2.x	ch2 canonical-forms vignette core	
Does observability mean every state directly affects the output?	No. Observability means each state affects the output through the dynamics over time (possibly indirectly), not necessarily instantaneously.	Direct effect ≠ observable; observability is temporal.	2	2.x	ch2 canonical-forms vignette core	
Does the observable form sum all feedback terms together with the input into the first integrator?	No. In the observable-form signal-flow picture, output-derived injections are applied along the chain (into multiple junctions), not only at a single leftmost node.	Vignette: observable form uses repeated injections along the chain.	2	2.x	ch2 canonical-forms vignette core	
Why does Kailath insist on distinguishing controllability form from controllable canonical form?	Because controllability form reveals reachable-subspace geometry even when the system is not fully controllable, while controllable canonical form is a companion realization that presumes full controllability.	Becomes concrete in Kalman decomposition and minimal realization chapters.	2	2.x	ch2 canonical-forms vignette forward-reference	
Why is observability form necessary even if an observable canonical form exists?	Because observability form reveals the observable subspace and hidden modes even when the system is not fully observable; observable canonical form is a special companion representation that presumes full observability.	Becomes concrete when separating hidden dynamics and building minimal realizations.	2	2.x	ch2 canonical-forms vignette forward-reference	
What is the algebraic duality linking controllability and observability?	Observability of (A,C) is equivalent to controllability of (Aᵀ, Cᵀ).	Core duality used repeatedly in proofs and constructions.	2	2.x	ch2 canonical-forms vignette forward-reference	
Structurally, what is the fan-out vs fan-in signature of controllable vs observable viewpoints?	Controllable (controller) viewpoint emphasizes fan-out/reachability from the input along a shift chain; observable (observer) viewpoint emphasizes fan-in/information flow toward the output and repeated injections along the chain.	Mnemonic for recognizing diagrams quickly.	2	2.x	ch2 canonical-forms vignette forward-reference	
Which forms underpin the Kalman decomposition?	Controllability and observability forms (the subspace-revealing decompositions), not the companion/canonical forms.	Kalman decomposition is about reachable/observable subspaces.	2	2.x	ch2 canonical-forms vignette forward-reference	
Why do controllability/observability forms matter even more for multivariable (MIMO) systems?	Companion (canonical) forms tied to scalar polynomials do not generalize cleanly, while reachable/observable subspace decompositions do.	Motivation strengthens when moving beyond SISO.	2	2.x	ch2 canonical-forms vignette forward-reference	
